id,PD.10.HC,PD.10.PC,PD.10,PD.11.HC,PD.11.PC,PD.11,PD.12.HC,PD.12.PC,PD.12,PD.13.HC,PD.13.PC,PD.13,PD.14.HC,PD.14.PC,PD.14,PD.15.HC,PD.15.PC,PD.15,PD.16.HC,PD.16.PC,PD.16,PD.17.HC,PD.17.PC,PD.17,PD.18.HC,PD.18.PC,PD.18,PD.19.HC,PD.19.PC,PD.19,PD.1.HC,PD.1.PC,PD.1,PD.20.HC,PD.20.PC,PD.20,PD.21.HC,PD.21.PC,PD.21,PD.22.HC,PD.22.PC,PD.22,PD.23.HC,PD.23.PC,PD.23,PD.24.HC,PD.24.PC,PD.24,PD.25.HC,PD.25.PC,PD.25,PD.26.HC,PD.26.PC,PD.26,PD.27.HC,PD.27.PC,PD.27,PD.28.HC,PD.28.PC,PD.28,PD.29.HC,PD.29.PC,PD.29,PD.2.HC,PD.2.PC,PD.2,PD.30.PC,PD.30,PD.31.PC,PD.31,PD.32.PC,PD.32,PD.33.PC,PD.33,PD.34.PC,PD.34,PD.35.PC,PD.35,PD.36.PC,PD.36,PD.37.PC,PD.37,PD.38.PC,PD.38,PD.39.PC,PD.39,PD.3.HC,PD.3.PC,PD.3,PD.40.PC,PD.40,PD.41.PC,PD.41,PD.42,PD.43,PD.44,PD.45,PD.46,PD.47,PD.48,PD.4.HC,PD.4.PC,PD.4,PD.5.HC,PD.5.PC,PD.5,PD.6.HC,PD.6.PC,PD.6,PD.7.HC,PD.7.PC,PD.7,PD.8.HC,PD.8.PC,PD.8,PD.9.HC,PD.9.PC,PD.9
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__GCF_000180155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus|t__GCF_000175315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__Rothia_dentocariosa_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__GCF_000091725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,0.05905,0.65431,0.83532,0,0.12241,0.15221,0.00559,0.26416,0,0,0,0,0,0.0704,2.76862,0.22842,0,0.33238,0,0.63481,5.71195,2.35728,0,1.99652,0,0,0.74179,1.43062,0.02328,2.20124,0,0,0.25628,0.26405,0.46211,0,0.0508,1.15137,1.81867,0,0.38025,0,0.27486,0.17468,0.55845,0,3.14847,0,0,0,0,2.92767,0.28103,18.8832,0.15969,1.76088,0,0.02249,0.28953,0.10552,0,0,0.76812,1.01635,0.01986,6.22033,0,0,0,1.20405,0.03683,16.41455,0,0.09607,0.97295,12.4702,6.49783,0.67705,0,0,0.58419,6.33512,0.58035,0.45181,0.15739,0.02772,0.02841,0,0.07823,0.2728,0.11125,6.32991,6.23975,0,0,0,0,0.56002,0,1.74345,0,0,0,0,0,0.98116,0.0294,0.06497,0.9872,0.40918,0,0.11192,0,0.07455,0.89219,0.2861,0.42327,2.20773
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.05905,0.65431,0.83532,0,0.12241,0.15221,0.00559,0.26416,0,0,0,0,0,0.0704,2.76862,0.22842,0,0.33238,0,0.63481,5.71195,2.35728,0,1.99652,0,0,0.74179,1.43062,0.02328,2.20124,0,0,0.25628,0.26405,0.46211,0,0.0508,1.15137,1.81867,0,0.38025,0,0.27486,0.17468,0.55845,0,3.14847,0,0,0,0,2.92767,0.28103,18.8832,0.15969,1.76088,0,0.02249,0.28953,0.10552,0,0,0.76812,1.01635,0.01986,6.22033,0,0,0,1.20405,0.03683,16.41455,0,0.09607,0.97295,12.4702,6.49783,0.67705,0,0,0.58419,6.33512,0.58035,0.45181,0.15739,0.02772,0.02841,0,0.07823,0.2728,0.11125,6.32991,6.23975,0,0,0,0,0.56002,0,1.74345,0,0,0,0,0,0.98116,0.0294,0.06497,0.9872,0.40918,0,0.11192,0,0.07455,0.89219,0.2861,0.42327,2.20773
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,0.05905,0.65431,0.83532,0,0.12241,0.15221,0.00559,0.26416,0,0,0,0,0,0.0704,2.76862,0.22842,0,0.33238,0,0.63481,5.71195,2.35728,0,1.99652,0,0,0.74179,1.43062,0.02328,2.20124,0,0,0.25628,0.26405,0.46211,0,0.0508,1.15137,1.81867,0,0.38025,0,0.27486,0.17468,0.55845,0,3.14847,0,0,0,0,2.92767,0.28103,18.87974,0.15969,1.76088,0,0.02249,0.28953,0.10552,0,0,0.76812,1.01635,0.01986,6.22033,0,0,0,1.20405,0.03683,16.41455,0,0.09607,0.97295,12.4702,6.49783,0.67705,0,0,0.58419,6.33512,0.58035,0.45181,0.15739,0.02772,0.02841,0,0.07523,0.2728,0.11125,6.32991,6.23975,0,0,0,0,0.56002,0,1.74345,0,0,0,0,0,0.98116,0.0294,0.06497,0.9872,0.40918,0,0.11192,0,0.07455,0.89219,0.2861,0.42327,2.20773
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,0,0.65431,0.76581,0,0.0429,0,0,0.2589,0,0,0,0,0,0,0,0,0,0,0,0.13105,2.74141,2.35728,0,1.74845,0,0,0.69025,0.89751,0,1.33285,0,0,0.25628,0,0.37978,0,0,0.90002,1.49179,0,0.38025,0,0,0.1355,0.43395,0,3.0616,0,0,0,0,2.89061,0.11372,10.16324,0,1.74745,0,0,0.28953,0,0,0,0,0.27184,0.01986,3.32444,0,0,0,0.63169,0,8.05987,0,0,0.8228,5.4132,0,0.67705,0,0,0.4485,0,0,0,0,0,0.02841,0,0,0,0.11125,5.22922,2.14834,0,0,0,0,0,0,0,0,0,0,0,0,0.37749,0,0.06497,0.89502,0.40918,0,0.05814,0,0,0,0,0.42327,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified,0,0.65431,0.76581,0,0.0429,0,0,0.2589,0,0,0,0,0,0,0,0,0,0,0,0.13105,2.74141,2.35728,0,1.74845,0,0,0.69025,0.89751,0,1.33285,0,0,0.25628,0,0.37978,0,0,0.90002,1.49179,0,0.38025,0,0,0.1355,0.43395,0,3.0616,0,0,0,0,2.89061,0.11372,10.16324,0,1.74745,0,0,0.28953,0,0,0,0,0.27184,0.01986,3.32444,0,0,0,0.63169,0,8.05987,0,0,0.8228,5.4132,0,0.67705,0,0,0.4485,0,0,0,0,0,0.02841,0,0,0,0.11125,5.22922,2.14834,0,0,0,0,0,0,0,0,0,0,0,0,0.37749,0,0.06497,0.89502,0.40918,0,0.05814,0,0,0,0,0.42327,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum|t__GCF_000156635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02175,0,0,0,0,0,0,0.03706,0,0,0,0,0,0,0,0,0,0,0.45889,0,0,0,0,0,0,0,0,0,0,0,0.05246,0.63533,0,0,0,0,0,0,0,0,0.15739,0,0,0,0,0,0,0.03915,0,0,0,0,0,0,0,0.16811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__Bifidobacterium_animalis_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02175,0,0,0,0,0,0,0.03706,0,0,0,0,0,0,0,0,0,0,0.45889,0,0,0,0,0,0,0,0,0,0,0,0.05246,0.63533,0,0,0,0,0,0,0,0,0.15739,0,0,0,0,0,0,0.03915,0,0,0,0,0,0,0,0.16811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,1.61459,0,0,0,0,0.43797,1.67561,0,0,0,0,0,0,0,0,0.84377,0,0,0,0,0,0,0.0508,0.08422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16731,5.16899,0,0,0,0,0,0.10552,0,0,0,0,0,0.75602,0,0,0,0.56497,0,0,0,0.07624,0,1.2851,0,0,0,0,0.13569,0,0.25484,0,0,0,0,0,0,0.2728,0,0,2.12235,0,0,0,0,0,0,0,0,0,0,0,0,0.26342,0,0,0,0,0,0,0,0.07455,0,0.22876,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__Bifidobacterium_bifidum_unclassified,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,1.61459,0,0,0,0,0.43797,1.67561,0,0,0,0,0,0,0,0,0.84377,0,0,0,0,0,0,0.0508,0.08422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16731,5.16899,0,0,0,0,0,0.10552,0,0,0,0,0,0.75602,0,0,0,0.56497,0,0,0,0.07624,0,1.2851,0,0,0,0,0.13569,0,0.25484,0,0,0,0,0,0,0.2728,0,0,2.12235,0,0,0,0,0,0,0,0,0,0,0,0,0.26342,0,0,0,0,0,0,0,0.07455,0,0.22876,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01111
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01111
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336,0,0,0,0.24831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336,0,0,0,0.24831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22729,0.09807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49054,0,0,0,0.05633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03513,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium|t__Bifidobacterium_dentium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22729,0.09807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49054,0,0,0,0.05633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03513,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0.05905,0,0.06951,0,0.07561,0.04821,0.00559,0.00526,0,0,0,0,0,0.0704,0.313,0.17458,0,0.33238,0,0.06579,1.07943,0,0,0.24807,0,0,0.05154,0.53311,0.02328,0.02462,0,0,0,0.26405,0.08233,0,0,0.12167,0.32689,0,0,0,0.27486,0.03919,0.10275,0,0.08687,0,0,0,0,0,0,1.32691,0.06162,0,0,0.02249,0,0,0,0,0.30923,0.74451,0,2.13987,0,0,0,0.00739,0.03683,7.86078,0,0.01984,0.09769,3.39281,0.19448,0,0,0,0,6.33512,0.32551,0.45181,0,0.02772,0,0,0,0,0,1.06154,1.7791,0,0,0,0,0.56002,0,1.57534,0,0,0,0,0,0.34024,0.0294,0,0.09219,0,0,0.01866,0,0,0.89219,0.05733,0,1.19663
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified,0.05905,0,0.06951,0,0.07561,0.04821,0.00559,0.00526,0,0,0,0,0,0.0704,0.313,0.17458,0,0.33238,0,0.06579,1.07943,0,0,0.24807,0,0,0.05154,0.53311,0.02328,0.02462,0,0,0,0.26405,0.08233,0,0,0.12167,0.32689,0,0,0,0.27486,0.03919,0.10275,0,0.08687,0,0,0,0,0,0,1.32691,0.06162,0,0,0.02249,0,0,0,0,0.30923,0.74451,0,2.13987,0,0,0,0.00739,0.03683,7.86078,0,0.01984,0.09769,3.39281,0.19448,0,0,0,0,6.33512,0.32551,0.45181,0,0.02772,0,0,0,0,0,1.06154,1.7791,0,0,0,0,0.56002,0,1.57534,0,0,0,0,0,0.34024,0.0294,0,0.09219,0,0,0.01866,0,0,0.89219,0.05733,0,1.19663
