"","Node","group","group_color"
"766","ENZYME_3.1.27.6","Up_PDvBoth","#98df8a"
"767","ENZYME_3.1.27.9","Up_PDvHC","#aec7e8"
"768","ENZYME_3.1.3.1","Up_PDvHC","#aec7e8"
"769","ENZYME_3.1.3.10","Up_PDvBoth","#98df8a"
"770","ENZYME_3.1.3.11","None","#c7c7c7"
"771","ENZYME_3.1.3.12","Up_PDvBoth","#98df8a"
"772","ENZYME_3.1.3.13","None","#c7c7c7"
"773","ENZYME_3.1.3.15","Down_PDvHC","#1f77b4"
"774","ENZYME_3.1.3.16","Down_PDvHC","#1f77b4"
"775","ENZYME_3.1.3.18","None","#c7c7c7"
"776","ENZYME_3.1.3.2","None","#c7c7c7"
"777","ENZYME_3.1.3.23","Up_PDvHC","#aec7e8"
"778","ENZYME_3.1.3.25","Up_PDvHC","#aec7e8"
"779","ENZYME_3.1.3.26","Up_PDvHC","#aec7e8"
"780","ENZYME_3.1.3.27","None","#c7c7c7"
"781","ENZYME_3.1.3.3","Up_PDvHC","#aec7e8"
"782","ENZYME_3.1.3.4","Up_PDvHC","#aec7e8"
"783","ENZYME_3.1.3.41","Down_PDvHC","#1f77b4"
"784","ENZYME_3.1.3.45","None","#c7c7c7"
"785","ENZYME_3.1.3.48","None","#c7c7c7"
"786","ENZYME_3.1.3.5","None","#c7c7c7"
"787","ENZYME_3.1.3.6","Up_PDvBoth","#98df8a"
"788","ENZYME_3.1.3.68","Up_PDvHC","#aec7e8"
"789","ENZYME_3.1.3.7","None","#c7c7c7"
"790","ENZYME_3.1.3.70","Up_PDvHC","#aec7e8"
"791","ENZYME_3.1.3.71","Up_PDvHC","#aec7e8"
"792","ENZYME_3.1.3.73","Down_PDvHC","#1f77b4"
"793","ENZYME_3.1.3.74","Up_PDvPC","#ffbb78"
"794","ENZYME_3.1.3.77","None","#c7c7c7"
"795","ENZYME_3.1.3.81","Up_PDvHC","#aec7e8"
"796","ENZYME_3.1.3.82","Up_PDvHC","#aec7e8"
"797","ENZYME_3.1.3.83","None","#c7c7c7"
"798","ENZYME_3.1.3.89","Up_PDvHC","#aec7e8"
"799","ENZYME_3.1.3.97","Up_PDvHC","#aec7e8"
"800","ENZYME_3.1.4.1","None","#c7c7c7"
"801","ENZYME_3.1.4.14","Up_PDvHC","#aec7e8"
"802","ENZYME_3.1.4.16","None","#c7c7c7"
"803","ENZYME_3.1.4.37","None","#c7c7c7"
"804","ENZYME_3.1.4.46","None","#c7c7c7"
"805","ENZYME_3.1.4.52","Up_PDvHC","#aec7e8"
"806","ENZYME_3.1.4.53","Up_PDvHC","#aec7e8"
"807","ENZYME_3.1.4.55","None","#c7c7c7"
"808","ENZYME_3.1.5.1","None","#c7c7c7"
"809","ENZYME_3.1.6.1","None","#c7c7c7"
"810","ENZYME_3.1.6.12","None","#c7c7c7"
"811","ENZYME_3.1.6.6","Up_PDvBoth","#98df8a"
"812","ENZYME_3.1.7.2","None","#c7c7c7"
"813","ENZYME_3.1.8.1","None","#c7c7c7"
"814","ENZYME_3.11.1.1","Down_PDvHC","#1f77b4"
"815","ENZYME_3.2.1.1","None","#c7c7c7"
"816","ENZYME_3.2.1.10","None","#c7c7c7"
"817","ENZYME_3.2.1.103","None","#c7c7c7"
"818","ENZYME_3.2.1.122","None","#c7c7c7"
"819","ENZYME_3.2.1.131","None","#c7c7c7"
"820","ENZYME_3.2.1.135","None","#c7c7c7"
"821","ENZYME_3.2.1.139","None","#c7c7c7"
"822","ENZYME_3.2.1.14","None","#c7c7c7"
"823","ENZYME_3.2.1.151","None","#c7c7c7"
"824","ENZYME_3.2.1.156","Up_PDvHC","#aec7e8"
"825","ENZYME_3.2.1.17","None","#c7c7c7"
"826","ENZYME_3.2.1.177","None","#c7c7c7"
"827","ENZYME_3.2.1.18","Up_PDvHC","#aec7e8"
"828","ENZYME_3.2.1.185","Up_PDvBoth","#98df8a"
"829","ENZYME_3.2.1.187","Up_PDvBoth","#98df8a"
"830","ENZYME_3.2.1.20","None","#c7c7c7"
"831","ENZYME_3.2.1.21","Down_PDvHC","#1f77b4"
"832","ENZYME_3.2.1.22","None","#c7c7c7"
"833","ENZYME_3.2.1.23","None","#c7c7c7"
"834","ENZYME_3.2.1.25","None","#c7c7c7"
"835","ENZYME_3.2.1.26","None","#c7c7c7"
"836","ENZYME_3.2.1.28","Up_PDvHC","#aec7e8"
"837","ENZYME_3.2.1.3","None","#c7c7c7"
"838","ENZYME_3.2.1.31","Down_PDvHC","#1f77b4"
"839","ENZYME_3.2.1.33","None","#c7c7c7"
"840","ENZYME_3.2.1.35","Up_PDvHC","#aec7e8"
"841","ENZYME_3.2.1.37","None","#c7c7c7"
"842","ENZYME_3.2.1.4","Down_PDvHC","#1f77b4"
"843","ENZYME_3.2.1.40","None","#c7c7c7"
"844","ENZYME_3.2.1.41","Down_PDvHC","#1f77b4"
"845","ENZYME_3.2.1.45","None","#c7c7c7"
"846","ENZYME_3.2.1.49","None","#c7c7c7"
"847","ENZYME_3.2.1.50","None","#c7c7c7"
"848","ENZYME_3.2.1.51","Up_PDvPC","#ffbb78"
"849","ENZYME_3.2.1.52","Up_PDvHC","#aec7e8"
"850","ENZYME_3.2.1.54","Up_PDvHC","#aec7e8"
"851","ENZYME_3.2.1.55","Down_PDvHC","#1f77b4"
"852","ENZYME_3.2.1.6","None","#c7c7c7"
"853","ENZYME_3.2.1.65","None","#c7c7c7"
"854","ENZYME_3.2.1.70","None","#c7c7c7"
"855","ENZYME_3.2.1.74","Down_PDvHC","#1f77b4"
"856","ENZYME_3.2.1.78","Down_PDvHC","#1f77b4"
"857","ENZYME_3.2.1.8","Down_PDvHC","#1f77b4"
"858","ENZYME_3.2.1.85","Up_PDvBoth","#98df8a"
"859","ENZYME_3.2.1.86","Up_PDvHC","#aec7e8"
"860","ENZYME_3.2.1.89","Down_PDvHC","#1f77b4"
"861","ENZYME_3.2.1.93","Up_PDvHC","#aec7e8"
"862","ENZYME_3.2.1.94","None","#c7c7c7"
"863","ENZYME_3.2.1.96","None","#c7c7c7"
"864","ENZYME_3.2.1.98","Down_PDvHC","#1f77b4"
"865","ENZYME_3.2.1.99","None","#c7c7c7"
"866","ENZYME_3.2.1.n1","Down_PDvHC","#1f77b4"
"867","ENZYME_3.2.1.n2","Down_PDvHC","#1f77b4"
"868","ENZYME_3.2.2.1","None","#c7c7c7"
"869","ENZYME_3.2.2.16","None","#c7c7c7"
"870","ENZYME_3.2.2.19","None","#c7c7c7"
"871","ENZYME_3.2.2.20","Up_PDvBoth","#98df8a"
"872","ENZYME_3.2.2.21","None","#c7c7c7"
"873","ENZYME_3.2.2.23","None","#c7c7c7"
"874","ENZYME_3.2.2.27","Down_PDvHC","#1f77b4"
"875","ENZYME_3.2.2.28","Up_PDvHC","#aec7e8"
"876","ENZYME_3.2.2.4","None","#c7c7c7"
"877","ENZYME_3.2.2.8","None","#c7c7c7"
"878","ENZYME_3.2.2.9","Down_PDvHC","#1f77b4"
"879","ENZYME_3.3.1.1","None","#c7c7c7"
"880","ENZYME_3.3.2.1","Up_PDvHC","#aec7e8"
"881","ENZYME_3.4.11.1","Up_PDvBoth","#98df8a"
"882","ENZYME_3.4.11.10","None","#c7c7c7"
"883","ENZYME_3.4.11.18","Down_PDvBoth","#2ca02c"
"884","ENZYME_3.4.11.19","Down_PDvBoth","#2ca02c"
"885","ENZYME_3.4.11.2","None","#c7c7c7"
"886","ENZYME_3.4.11.23","Up_PDvHC","#aec7e8"
"887","ENZYME_3.4.11.4","None","#c7c7c7"
"888","ENZYME_3.4.11.5","None","#c7c7c7"
"889","ENZYME_3.4.11.7","Up_PDvHC","#aec7e8"
"890","ENZYME_3.4.11.9","Down_PDvHC","#1f77b4"
"891","ENZYME_3.4.13.18","Up_PDvHC","#aec7e8"
"892","ENZYME_3.4.13.19","Down_PDvHC","#1f77b4"
"893","ENZYME_3.4.13.20","None","#c7c7c7"
"894","ENZYME_3.4.13.21","None","#c7c7c7"
"895","ENZYME_3.4.13.22","None","#c7c7c7"
"896","ENZYME_3.4.13.3","None","#c7c7c7"
"897","ENZYME_3.4.13.9","Up_PDvHC","#aec7e8"
"898","ENZYME_3.4.14.11","Up_PDvBoth","#98df8a"
"899","ENZYME_3.4.14.4","Down_PDvHC","#1f77b4"
"900","ENZYME_3.4.14.5","None","#c7c7c7"
"901","ENZYME_3.4.15.5","Down_PDvHC","#1f77b4"
"902","ENZYME_3.4.16.4","None","#c7c7c7"
"903","ENZYME_3.4.17.11","Down_PDvPC","#ff7f0e"
"904","ENZYME_3.4.17.13","Up_PDvHC","#aec7e8"
"905","ENZYME_3.4.17.19","None","#c7c7c7"
"906","ENZYME_3.4.19.11","None","#c7c7c7"
"907","ENZYME_3.4.19.13","Up_PDvHC","#aec7e8"
"908","ENZYME_3.4.19.3","Up_PDvHC","#aec7e8"
"909","ENZYME_3.4.19.5","None","#c7c7c7"
"910","ENZYME_3.4.21.102","None","#c7c7c7"
"911","ENZYME_3.4.21.105","Up_PDvHC","#aec7e8"
"912","ENZYME_3.4.21.107","Up_PDvBoth","#98df8a"
"913","ENZYME_3.4.21.108","None","#c7c7c7"
"914","ENZYME_3.4.21.116","Down_PDvHC","#1f77b4"
"915","ENZYME_3.4.21.53","Down_PDvHC","#1f77b4"
"916","ENZYME_3.4.21.83","Up_PDvBoth","#98df8a"
"917","ENZYME_3.4.21.88","None","#c7c7c7"
"918","ENZYME_3.4.21.89","None","#c7c7c7"
"919","ENZYME_3.4.21.92","None","#c7c7c7"
"920","ENZYME_3.4.21.96","Up_PDvPC","#ffbb78"
"921","ENZYME_3.4.22.40","None","#c7c7c7"
"922","ENZYME_3.4.23.36","None","#c7c7c7"
"923","ENZYME_3.4.23.43","None","#c7c7c7"
"924","ENZYME_3.4.23.49","None","#c7c7c7"
"925","ENZYME_3.4.23.51","Up_PDvHC","#aec7e8"
"926","ENZYME_3.4.24.57","None","#c7c7c7"
"927","ENZYME_3.4.24.64","None","#c7c7c7"
"928","ENZYME_3.4.24.70","Up_PDvBoth","#98df8a"
"929","ENZYME_3.4.24.71","Down_PDvHC","#1f77b4"
"930","ENZYME_3.4.24.75","None","#c7c7c7"
"931","ENZYME_3.4.24.78","None","#c7c7c7"
"932","ENZYME_3.4.24.84","None","#c7c7c7"
"933","ENZYME_3.4.25.1","Up_PDvHC","#aec7e8"
"934","ENZYME_3.4.25.2","Up_PDvHC","#aec7e8"
"935","ENZYME_3.5.1.1","None","#c7c7c7"
"936","ENZYME_3.5.1.10","Down_PDvHC","#1f77b4"
"937","ENZYME_3.5.1.102","Up_PDvHC","#aec7e8"
"938","ENZYME_3.5.1.105","Up_PDvHC","#aec7e8"
"939","ENZYME_3.5.1.11","None","#c7c7c7"
"940","ENZYME_3.5.1.110","None","#c7c7c7"
"941","ENZYME_3.5.1.14","Up_PDvHC","#aec7e8"
"942","ENZYME_3.5.1.16","Up_PDvHC","#aec7e8"
"943","ENZYME_3.5.1.18","None","#c7c7c7"
"944","ENZYME_3.5.1.19","Up_PDvBoth","#98df8a"
"945","ENZYME_3.5.1.2","None","#c7c7c7"
"946","ENZYME_3.5.1.24","None","#c7c7c7"
"947","ENZYME_3.5.1.25","None","#c7c7c7"
"948","ENZYME_3.5.1.28","None","#c7c7c7"
"949","ENZYME_3.5.1.3","Up_PDvBoth","#98df8a"
"950","ENZYME_3.5.1.32","None","#c7c7c7"
"951","ENZYME_3.5.1.4","None","#c7c7c7"
"952","ENZYME_3.5.1.42","Up_PDvHC","#aec7e8"
"953","ENZYME_3.5.1.44","Down_PDvBoth","#2ca02c"
"954","ENZYME_3.5.1.47","None","#c7c7c7"
"955","ENZYME_3.5.1.49","None","#c7c7c7"
"956","ENZYME_3.5.1.5","Up_PDvHC","#aec7e8"
"957","ENZYME_3.5.1.53","Down_PDvHC","#1f77b4"
"958","ENZYME_3.5.1.87","None","#c7c7c7"
"959","ENZYME_3.5.1.88","None","#c7c7c7"
"960","ENZYME_3.5.1.94","None","#c7c7c7"
"961","ENZYME_3.5.1.96","Up_PDvHC","#aec7e8"
"962","ENZYME_3.5.1.n3","Up_PDvBoth","#98df8a"
"963","ENZYME_3.5.2.10","None","#c7c7c7"
"964","ENZYME_3.5.2.12","Up_PDvHC","#aec7e8"
"965","ENZYME_3.5.2.14","None","#c7c7c7"
"966","ENZYME_3.5.2.17","None","#c7c7c7"
"967","ENZYME_3.5.2.2","None","#c7c7c7"
"968","ENZYME_3.5.2.3","None","#c7c7c7"
"969","ENZYME_3.5.2.5","Up_PDvHC","#aec7e8"
"970","ENZYME_3.5.2.6","None","#c7c7c7"
"971","ENZYME_3.5.2.7","None","#c7c7c7"
"972","ENZYME_3.5.3.1","None","#c7c7c7"
"973","ENZYME_3.5.3.11","None","#c7c7c7"
"974","ENZYME_3.5.3.12","None","#c7c7c7"
"975","ENZYME_3.5.3.18","Up_PDvHC","#aec7e8"
"976","ENZYME_3.5.3.23","Up_PDvHC","#aec7e8"
"977","ENZYME_3.5.3.26","Up_PDvHC","#aec7e8"
"978","ENZYME_3.5.3.3","None","#c7c7c7"
"979","ENZYME_3.5.3.6","None","#c7c7c7"
"980","ENZYME_3.5.3.8","None","#c7c7c7"
"981","ENZYME_3.5.3.9","None","#c7c7c7"
"982","ENZYME_3.5.4.1","Up_PDvBoth","#98df8a"
"983","ENZYME_3.5.4.10","None","#c7c7c7"
"984","ENZYME_3.5.4.12","None","#c7c7c7"
"985","ENZYME_3.5.4.13","Up_PDvBoth","#98df8a"
"986","ENZYME_3.5.4.16","None","#c7c7c7"
"987","ENZYME_3.5.4.19","Up_PDvHC","#aec7e8"
"988","ENZYME_3.5.4.2","None","#c7c7c7"
"989","ENZYME_3.5.4.25","None","#c7c7c7"
"990","ENZYME_3.5.4.26","None","#c7c7c7"
"991","ENZYME_3.5.4.27","Up_PDvHC","#aec7e8"
"992","ENZYME_3.5.4.28","None","#c7c7c7"
"993","ENZYME_3.5.4.29","Up_PDvHC","#aec7e8"
"994","ENZYME_3.5.4.3","None","#c7c7c7"
"995","ENZYME_3.5.4.31","None","#c7c7c7"
"996","ENZYME_3.5.4.33","None","#c7c7c7"
"997","ENZYME_3.5.4.39","Up_PDvHC","#aec7e8"
"998","ENZYME_3.5.4.4","Up_PDvBoth","#98df8a"
"999","ENZYME_3.5.4.41","None","#c7c7c7"
"1000","ENZYME_3.5.4.5","None","#c7c7c7"
"1001","ENZYME_3.5.4.9","None","#c7c7c7"
"1002","ENZYME_3.5.99.10","Up_PDvHC","#aec7e8"
"1003","ENZYME_3.5.99.2","Up_PDvHC","#aec7e8"
"1004","ENZYME_3.5.99.6","Down_PDvHC","#1f77b4"
"1005","ENZYME_3.6.1.1","Up_PDvHC","#aec7e8"
"1006","ENZYME_3.6.1.11","Up_PDvHC","#aec7e8"
"1007","ENZYME_3.6.1.12","Up_PDvHC","#aec7e8"
"1008","ENZYME_3.6.1.13","None","#c7c7c7"
"1009","ENZYME_3.6.1.15","None","#c7c7c7"
"1010","ENZYME_3.6.1.19","Down_PDvHC","#1f77b4"
"1011","ENZYME_3.6.1.22","Down_PDvHC","#1f77b4"
"1012","ENZYME_3.6.1.23","Down_PDvHC","#1f77b4"
"1013","ENZYME_3.6.1.25","Up_PDvHC","#aec7e8"
"1014","ENZYME_3.6.1.26","None","#c7c7c7"
"1015","ENZYME_3.6.1.27","Down_PDvHC","#1f77b4"
"1016","ENZYME_3.6.1.3","None","#c7c7c7"
"1017","ENZYME_3.6.1.31","Up_PDvHC","#aec7e8"
"1018","ENZYME_3.6.1.40","Up_PDvHC","#aec7e8"
"1019","ENZYME_3.6.1.41","None","#c7c7c7"
"1020","ENZYME_3.6.1.54","None","#c7c7c7"
"1021","ENZYME_3.6.1.55","Up_PDvBoth","#98df8a"
"1022","ENZYME_3.6.1.63","Up_PDvHC","#aec7e8"
"1023","ENZYME_3.6.1.65","None","#c7c7c7"
"1024","ENZYME_3.6.1.67","Up_PDvHC","#aec7e8"
"1025","ENZYME_3.6.1.7","None","#c7c7c7"
"1026","ENZYME_3.6.1.8","Up_PDvHC","#aec7e8"
"1027","ENZYME_3.6.3.12","Up_PDvHC","#aec7e8"
"1028","ENZYME_3.6.3.14","None","#c7c7c7"
"1029","ENZYME_3.6.3.15","Down_PDvHC","#1f77b4"
"1030","ENZYME_3.6.3.16","None","#c7c7c7"
"1031","ENZYME_3.6.3.17","None","#c7c7c7"
"1032","ENZYME_3.6.3.19","Up_PDvHC","#aec7e8"
"1033","ENZYME_3.6.3.2","Up_PDvHC","#aec7e8"
"1034","ENZYME_3.6.3.20","Up_PDvHC","#aec7e8"
"1035","ENZYME_3.6.3.21","Down_PDvHC","#1f77b4"
"1036","ENZYME_3.6.3.24","Up_PDvHC","#aec7e8"
"1037","ENZYME_3.6.3.25","None","#c7c7c7"
"1038","ENZYME_3.6.3.27","Up_PDvHC","#aec7e8"
"1039","ENZYME_3.6.3.28","None","#c7c7c7"
"1040","ENZYME_3.6.3.29","None","#c7c7c7"
"1041","ENZYME_3.6.3.3","None","#c7c7c7"
"1042","ENZYME_3.6.3.30","None","#c7c7c7"
"1043","ENZYME_3.6.3.31","None","#c7c7c7"
"1044","ENZYME_3.6.3.32","Up_PDvPC","#ffbb78"
"1045","ENZYME_3.6.3.33","Up_PDvHC","#aec7e8"
"1046","ENZYME_3.6.3.34","Down_PDvHC","#1f77b4"
"1047","ENZYME_3.6.3.36","Up_PDvHC","#aec7e8"
"1048","ENZYME_3.6.3.4","None","#c7c7c7"
"1049","ENZYME_3.6.3.41","None","#c7c7c7"
"1050","ENZYME_3.6.3.43","None","#c7c7c7"
"1051","ENZYME_3.6.3.44","None","#c7c7c7"
"1052","ENZYME_3.6.3.5","Up_PDvHC","#aec7e8"
"1053","ENZYME_3.6.3.53","None","#c7c7c7"
"1054","ENZYME_3.6.3.6","None","#c7c7c7"
"1055","ENZYME_3.6.3.8","None","#c7c7c7"
"1056","ENZYME_3.6.4.12","None","#c7c7c7"
"1057","ENZYME_3.6.4.13","Up_PDvHC","#aec7e8"
"1058","ENZYME_3.6.5.3","Down_PDvBoth","#2ca02c"
"1059","ENZYME_3.6.5.n1","None","#c7c7c7"
"1060","ENZYME_3.7.1.14","Up_PDvHC","#aec7e8"
"1061","ENZYME_3.8.1.2","None","#c7c7c7"
"1062","ENZYME_4.1.1.11","Down_PDvHC","#1f77b4"
"1063","ENZYME_4.1.1.15","None","#c7c7c7"
"1064","ENZYME_4.1.1.17","Up_PDvHC","#aec7e8"
"1065","ENZYME_4.1.1.18","None","#c7c7c7"
"1066","ENZYME_4.1.1.19","None","#c7c7c7"
"1067","ENZYME_4.1.1.20","None","#c7c7c7"
"1068","ENZYME_4.1.1.22","Up_PDvPC","#ffbb78"
"1069","ENZYME_4.1.1.23","Down_PDvBoth","#2ca02c"
"1070","ENZYME_4.1.1.25","Up_PDvHC","#aec7e8"
"1071","ENZYME_4.1.1.3","Down_PDvHC","#1f77b4"
"1072","ENZYME_4.1.1.31","Up_PDvHC","#aec7e8"
"1073","ENZYME_4.1.1.32","None","#c7c7c7"
"1074","ENZYME_4.1.1.33","Up_PDvHC","#aec7e8"
"1075","ENZYME_4.1.1.36","Up_PDvBoth","#98df8a"
"1076","ENZYME_4.1.1.37","None","#c7c7c7"
"1077","ENZYME_4.1.1.41","Down_PDvHC","#1f77b4"
"1078","ENZYME_4.1.1.44","None","#c7c7c7"
"1079","ENZYME_4.1.1.47","Up_PDvHC","#aec7e8"
"1080","ENZYME_4.1.1.48","None","#c7c7c7"
"1081","ENZYME_4.1.1.49","Down_PDvBoth","#2ca02c"
"1082","ENZYME_4.1.1.5","Up_PDvBoth","#98df8a"
"1083","ENZYME_4.1.1.50","None","#c7c7c7"
"1084","ENZYME_4.1.1.61","None","#c7c7c7"
"1085","ENZYME_4.1.1.65","Down_PDvHC","#1f77b4"
"1086","ENZYME_4.1.1.68","Up_PDvHC","#aec7e8"
"1087","ENZYME_4.1.1.7","None","#c7c7c7"
"1088","ENZYME_4.1.1.70","None","#c7c7c7"
"1089","ENZYME_4.1.1.74","None","#c7c7c7"
"1090","ENZYME_4.1.1.8","Up_PDvBoth","#98df8a"
"1091","ENZYME_4.1.1.81","Down_PDvHC","#1f77b4"
"1092","ENZYME_4.1.1.82","None","#c7c7c7"
"1093","ENZYME_4.1.1.85","Up_PDvPC","#ffbb78"
"1094","ENZYME_4.1.1.96","Up_PDvHC","#aec7e8"
"1095","ENZYME_4.1.1.98","Up_PDvHC","#aec7e8"
"1096","ENZYME_4.1.2.13","None","#c7c7c7"
"1097","ENZYME_4.1.2.14","None","#c7c7c7"
"1098","ENZYME_4.1.2.17","None","#c7c7c7"
"1099","ENZYME_4.1.2.19","None","#c7c7c7"
"1100","ENZYME_4.1.2.20","None","#c7c7c7"
"1101","ENZYME_4.1.2.21","None","#c7c7c7"
"1102","ENZYME_4.1.2.25","None","#c7c7c7"
"1103","ENZYME_4.1.2.29","None","#c7c7c7"
"1104","ENZYME_4.1.2.4","None","#c7c7c7"
"1105","ENZYME_4.1.2.40","None","#c7c7c7"
"1106","ENZYME_4.1.2.5","None","#c7c7c7"
"1107","ENZYME_4.1.2.50","Up_PDvHC","#aec7e8"
"1108","ENZYME_4.1.2.52","None","#c7c7c7"
"1109","ENZYME_4.1.2.53","Up_PDvHC","#aec7e8"
"1110","ENZYME_4.1.2.57","Up_PDvHC","#aec7e8"
"1111","ENZYME_4.1.3.1","Up_PDvHC","#aec7e8"
"1112","ENZYME_4.1.3.16","None","#c7c7c7"
"1113","ENZYME_4.1.3.27","None","#c7c7c7"
"1114","ENZYME_4.1.3.3","None","#c7c7c7"
"1115","ENZYME_4.1.3.30","None","#c7c7c7"
"1116","ENZYME_4.1.3.34","None","#c7c7c7"
"1117","ENZYME_4.1.3.36","None","#c7c7c7"
"1118","ENZYME_4.1.3.38","None","#c7c7c7"
"1119","ENZYME_4.1.3.39","None","#c7c7c7"
"1120","ENZYME_4.1.3.4","None","#c7c7c7"
"1121","ENZYME_4.1.3.40","Up_PDvHC","#aec7e8"
"1122","ENZYME_4.1.3.44","None","#c7c7c7"
"1123","ENZYME_4.1.3.6","None","#c7c7c7"
"1124","ENZYME_4.1.99.1","Up_PDvHC","#aec7e8"
"1125","ENZYME_4.1.99.12","None","#c7c7c7"
"1126","ENZYME_4.1.99.17","None","#c7c7c7"
"1127","ENZYME_4.1.99.18","None","#c7c7c7"
"1128","ENZYME_4.1.99.19","Up_PDvHC","#aec7e8"
"1129","ENZYME_4.1.99.2","None","#c7c7c7"
"1130","ENZYME_4.1.99.21","Up_PDvHC","#aec7e8"
"1131","ENZYME_4.1.99.3","Up_PDvHC","#aec7e8"
"1132","ENZYME_4.2.1.1","None","#c7c7c7"
"1133","ENZYME_4.2.1.10","None","#c7c7c7"
"1134","ENZYME_4.2.1.104","None","#c7c7c7"
"1135","ENZYME_4.2.1.107","None","#c7c7c7"
"1136","ENZYME_4.2.1.109","None","#c7c7c7"
"1137","ENZYME_4.2.1.11","None","#c7c7c7"
"1138","ENZYME_4.2.1.113","None","#c7c7c7"
"1139","ENZYME_4.2.1.12","Up_PDvHC","#aec7e8"
"1140","ENZYME_4.2.1.126","None","#c7c7c7"
"1141","ENZYME_4.2.1.130","Up_PDvHC","#aec7e8"
"1142","ENZYME_4.2.1.136","None","#c7c7c7"
"1143","ENZYME_4.2.1.149","Up_PDvHC","#aec7e8"
"1144","ENZYME_4.2.1.151","None","#c7c7c7"
"1145","ENZYME_4.2.1.17","Up_PDvHC","#aec7e8"
"1146","ENZYME_4.2.1.19","Up_PDvHC","#aec7e8"
"1147","ENZYME_4.2.1.2","Up_PDvHC","#aec7e8"
"1148","ENZYME_4.2.1.20","None","#c7c7c7"
"1149","ENZYME_4.2.1.22","Up_PDvHC","#aec7e8"
"1150","ENZYME_4.2.1.24","Up_PDvHC","#aec7e8"
"1151","ENZYME_4.2.1.28","None","#c7c7c7"
"1152","ENZYME_4.2.1.3","None","#c7c7c7"
"1153","ENZYME_4.2.1.30","Up_PDvHC","#aec7e8"
"1154","ENZYME_4.2.1.31","None","#c7c7c7"
"1155","ENZYME_4.2.1.32","None","#c7c7c7"
"1156","ENZYME_4.2.1.33","None","#c7c7c7"
"1157","ENZYME_4.2.1.35","None","#c7c7c7"
"1158","ENZYME_4.2.1.40","Up_PDvHC","#aec7e8"
"1159","ENZYME_4.2.1.42","Up_PDvHC","#aec7e8"
"1160","ENZYME_4.2.1.44","None","#c7c7c7"
"1161","ENZYME_4.2.1.45","None","#c7c7c7"
"1162","ENZYME_4.2.1.46","None","#c7c7c7"
"1163","ENZYME_4.2.1.47","Down_PDvHC","#1f77b4"
"1164","ENZYME_4.2.1.49","None","#c7c7c7"
"1165","ENZYME_4.2.1.51","None","#c7c7c7"
"1166","ENZYME_4.2.1.52","None","#c7c7c7"
"1167","ENZYME_4.2.1.55","None","#c7c7c7"
"1168","ENZYME_4.2.1.59","None","#c7c7c7"
"1169","ENZYME_4.2.1.6","Up_PDvHC","#aec7e8"
"1170","ENZYME_4.2.1.7","None","#c7c7c7"
"1171","ENZYME_4.2.1.70","None","#c7c7c7"
"1172","ENZYME_4.2.1.75","Up_PDvHC","#aec7e8"
"1173","ENZYME_4.2.1.79","Up_PDvHC","#aec7e8"
"1174","ENZYME_4.2.1.8","Down_PDvHC","#1f77b4"
"1175","ENZYME_4.2.1.80","None","#c7c7c7"
"1176","ENZYME_4.2.1.81","Up_PDvBoth","#98df8a"
"1177","ENZYME_4.2.1.9","None","#c7c7c7"
"1178","ENZYME_4.2.1.90","None","#c7c7c7"
"1179","ENZYME_4.2.1.99","None","#c7c7c7"
"1180","ENZYME_4.2.2.2","None","#c7c7c7"
"1181","ENZYME_4.2.2.6","None","#c7c7c7"
"1182","ENZYME_4.2.2.8","None","#c7c7c7"
"1183","ENZYME_4.2.2.n1","Up_PDvHC","#aec7e8"
"1184","ENZYME_4.2.2.n2","None","#c7c7c7"
"1185","ENZYME_4.2.3.1","None","#c7c7c7"
"1186","ENZYME_4.2.3.12","None","#c7c7c7"
"1187","ENZYME_4.2.3.3","Down_PDvHC","#1f77b4"
"1188","ENZYME_4.2.3.4","None","#c7c7c7"
"1189","ENZYME_4.2.3.5","None","#c7c7c7"
"1190","ENZYME_4.2.99.18","None","#c7c7c7"
"1191","ENZYME_4.2.99.20","Up_PDvHC","#aec7e8"
"1192","ENZYME_4.3.1.1","None","#c7c7c7"
"1193","ENZYME_4.3.1.12","None","#c7c7c7"
"1194","ENZYME_4.3.1.14","None","#c7c7c7"
"1195","ENZYME_4.3.1.15","Up_PDvHC","#aec7e8"
"1196","ENZYME_4.3.1.17","Up_PDvBoth","#98df8a"
"1197","ENZYME_4.3.1.18","None","#c7c7c7"
"1198","ENZYME_4.3.1.19","None","#c7c7c7"
"1199","ENZYME_4.3.1.2","Up_PDvHC","#aec7e8"
"1200","ENZYME_4.3.1.3","None","#c7c7c7"
"1201","ENZYME_4.3.1.4","None","#c7c7c7"
"1202","ENZYME_4.3.1.7","Up_PDvHC","#aec7e8"
"1203","ENZYME_4.3.2.1","None","#c7c7c7"
"1204","ENZYME_4.3.2.2","None","#c7c7c7"
"1205","ENZYME_4.3.2.3","None","#c7c7c7"
"1206","ENZYME_4.3.3.6","None","#c7c7c7"
"1207","ENZYME_4.3.3.7","None","#c7c7c7"
"1208","ENZYME_4.3.99.3","None","#c7c7c7"
"1209","ENZYME_4.4.1.1","None","#c7c7c7"
"1210","ENZYME_4.4.1.11","None","#c7c7c7"
"1211","ENZYME_4.4.1.15","Up_PDvHC","#aec7e8"
"1212","ENZYME_4.4.1.16","None","#c7c7c7"
"1213","ENZYME_4.4.1.21","None","#c7c7c7"
"1214","ENZYME_4.4.1.5","None","#c7c7c7"
